catalogNumber,id,bloque,regla,campos,valores,severidad,destino
5150,1840223,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5151,1840224,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5152,1840225,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5153,1840226,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5157,1840230,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5158,1840231,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5160,1840233,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5161,1840234,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5162,1840235,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5163,1840236,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5164,1840237,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5165,1840238,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5166,1840239,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5167,1840240,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5168,1840241,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5169,1840242,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5170,1840243,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5171,1840244,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5172,1840245,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5173,1840246,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5174,1840247,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5175,1840248,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5176,1840249,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5177,1840250,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5178,1840251,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5179,1840252,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5180,1840253,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | A. Galarza,media,INABIO
5181,1840254,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5182,1840255,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5183,1840256,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5184,1840257,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5185,1840258,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5186,1840259,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5187,1840260,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5188,1840261,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5189,1840262,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5190,1840263,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5191,1840264,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5192,1840265,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5193,1840266,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5194,1840267,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5195,1840268,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5196,1840269,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5197,1840270,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5199,1840272,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5200,1840273,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5201,1840274,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5202,1840275,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5203,1840276,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5204,1840277,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5205,1840278,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5206,1840279,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5207,1840280,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5208,1840281,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5209,1840282,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5210,1840283,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5211,1840284,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5212,1840285,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5213,1840286,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5214,1840287,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5215,1840288,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5216,1840289,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5217,1840290,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5218,1840291,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5220,1840293,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5222,1840295,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5223,1840296,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5224,1840297,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5225,1840298,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5226,1840299,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5228,1840301,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5229,1840302,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5230,1840303,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5231,1840304,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5232,1840305,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5233,1840306,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5234,1840307,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5235,1840308,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5236,1840309,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5238,1840311,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5239,1840312,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5240,1840313,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5241,1840314,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5242,1840315,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5243,1840316,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5244,1840317,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5245,1840318,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5246,1840319,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5247,1840320,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5248,1840321,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5249,1840322,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5250,1840323,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5251,1840324,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5252,1840325,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5253,1840326,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5254,1840327,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5257,1840330,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5258,1840331,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5259,1840332,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5260,1840333,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5261,1840334,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5262,1840335,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5263,1840336,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5264,1840337,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5265,1840338,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5266,1840339,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5267,1840340,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5268,1840341,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5269,1840342,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5270,1840343,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5271,1840344,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5272,1840345,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5273,1840346,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5274,1840347,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5275,1840348,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5276,1840349,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5277,1840350,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5278,1840351,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5279,1840352,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5280,1840353,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5281,1840354,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5282,1840355,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5283,1840356,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5284,1840357,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5285,1840358,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5286,1840359,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5287,1840360,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5288,1840361,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5290,1840363,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5291,1840364,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5293,1840366,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5294,1840367,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5295,1840368,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5296,1840369,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5297,1840370,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ,media,INABIO
5298,1840371,registro,institucion o proyecto en el campo de colector,recordedBy,Gueppi,media,INABIO
5299,1840372,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
5300,1840373,registro,institucion o proyecto en el campo de colector,recordedBy,QCAZ | C. Puertas,media,INABIO
