catalogNumber,id,bloque,regla,campos,valores,severidad,destino
2086,678493,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2090,678498,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
2091,678499,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2093,678501,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2098,678506,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
2101,678511,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2102,678512,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
2103,678513,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
2107,678517,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2111,678522,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2163,678579,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2198,678617,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
22,678619,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2208,678629,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35967 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
221,678631,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
222,678642,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
2234,678658,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35967 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
225,678675,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
226,678686,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2264,678691,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2265,678692,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2269,678696,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2271,678699,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2272,678700,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2275,678703,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35962 | Rivulus | taxonID apunta a varios nombres,media,INABIO
228,678708,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2283,678712,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2295,678725,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2308,678740,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35450 | Crenicichla saxatilis | ambos (cruce multiple),media,INABIO
2314,678747,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2315,678748,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
2318,678751,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
2320,678754,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2331,678766,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35238 | Astyanax villwocki | ambos (cruce multiple),media,INABIO
2333,678768,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
2336,678771,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2337,678772,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2339,678774,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35967 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
2342,678778,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
2345,678781,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2348,678784,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus unimaculatus | ambos (cruce multiple),media,INABIO
2358,678795,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Curimata vittata | ambos (cruce multiple),media,INABIO
2362,678800,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35593 | Hemiodus unimaculatus | nombre con varios taxonID,media,INABIO
2369,678807,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2372,678811,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus microlepis | taxonID apunta a varios nombres,media,INABIO
2377,678816,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35593 | Hemiodus unimaculatus | nombre con varios taxonID,media,INABIO
2378,678817,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
2393,678834,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus microlepis | taxonID apunta a varios nombres,media,INABIO
242,678864,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35450 | Crenicichla cincta | taxonID apunta a varios nombres,media,INABIO
2467,678916,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
2468,678917,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
2469,678918,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2471,678921,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2474,678924,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35377 | Characidium purpuratum | ambos (cruce multiple),media,INABIO
2475,678925,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2476,678926,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2477,678927,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2479,678929,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35439 | Creagrutus beni | taxonID apunta a varios nombres,media,INABIO
2483,678934,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2484,678935,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides | ambos (cruce multiple),media,INABIO
2491,678943,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35238 | Astyanax fasciatus | taxonID apunta a varios nombres,media,INABIO
2494,678946,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2497,678949,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35854 | Pimelodus blochii | ambos (cruce multiple),media,INABIO
2500,678954,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2503,678957,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
253,678986,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2532,678989,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35593 | Hemiodus unimaculatus | nombre con varios taxonID,media,INABIO
2536,678993,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
254,678997,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2545,679003,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35377 | Characidium | taxonID apunta a varios nombres,media,INABIO
2548,679006,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2551,679010,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2555,679014,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides | ambos (cruce multiple),media,INABIO
2558,679017,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2559,679018,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides rubrolineatus | taxonID apunta a varios nombres,media,INABIO
2560,679020,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
2561,679021,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides rubrolineatus | taxonID apunta a varios nombres,media,INABIO
2565,679025,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2567,679027,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2570,679031,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
2572,679033,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax villwocki | ambos (cruce multiple),media,INABIO
2574,679035,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2575,679036,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
2576,679037,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax villwocki | ambos (cruce multiple),media,INABIO
2577,679038,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides | ambos (cruce multiple),media,INABIO
2578,679039,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2579,679040,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35733 | Moenkhausia collettii | nombre con varios taxonID,media,INABIO
2583,679045,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2584,679046,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
259,679052,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35851 | Pimelodella lateristriga | nombre con varios taxonID,media,INABIO
2592,679055,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2595,679058,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2598,679061,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35377 | Characidium steindachneri | taxonID apunta a varios nombres,media,INABIO
2600,679065,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2601,679066,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2603,679068,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2604,679069,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35440 | Creagrutus flavescens | nombre con varios taxonID,media,INABIO
2609,679074,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35156 | Anablepsoides rubrolineatus | taxonID apunta a varios nombres,media,INABIO
2610,679076,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2617,679083,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2674,679169,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2683,679179,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2687,679183,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2689,679185,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35733 | Moenkhausia collettii | nombre con varios taxonID,media,INABIO
2691,679188,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2692,679189,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2693,679190,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2696,679193,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
270,679198,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35611 | Hoplerythrinus unitaeniatus | nombre con varios taxonID,media,INABIO
2701,679200,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35733 | Moenkhausia collettii | nombre con varios taxonID,media,INABIO
2703,679202,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2707,679206,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2711,679211,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2712,679212,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
2715,679215,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2716,679216,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
2722,679223,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
2740,679243,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
2742,679245,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
2755,679259,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
276,679264,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35157 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
2774,679280,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
2788,679295,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2803,679313,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2804,679314,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia dichroura | ambos (cruce multiple),media,INABIO
2810,679321,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2813,679324,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2816,679327,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2817,679328,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
282,679331,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
2821,679333,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2823,679335,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2824,679336,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
283,679342,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35157 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
2830,679343,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2831,679344,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2834,679347,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35400 | Chrysobrycon hesperus | ambos (cruce multiple),media,INABIO
2838,679351,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
2841,679355,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35733 | Moenkhausia collettii | nombre con varios taxonID,media,INABIO
2843,679357,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2845,679359,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2848,679362,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2851,679366,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35400 | Chrysobrycon | taxonID apunta a varios nombres,media,INABIO
2854,679369,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2859,679374,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
286,679375,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
287,679386,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2873,679390,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
2883,679401,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
289,679408,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
2894,679413,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
290,679420,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35157 | Anablepsoides urophthalmus | nombre con varios taxonID,media,INABIO
2916,679438,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
2930,679454,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
2937,679461,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35850 | Pimelodella grisea | taxonID apunta a varios nombres,media,INABIO
2947,679472,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
295,679475,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
2958,679484,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35851 | Pimelodella lateristriga | nombre con varios taxonID,media,INABIO
2973,679501,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
2974,679502,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
2975,679503,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
2976,679504,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
2977,679505,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
2979,679507,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
299,679519,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3001,679534,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35733 | Moenkhausia collettii | nombre con varios taxonID,media,INABIO
3004,679537,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
